0,1,2,3,4,5,6,7,8,9,10,,,
Червень,17.06,3,ср,Св. і чудотв. Тихона Аматунтського,святого отця нашого і чудотворця Тихона Аматунтського,ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого отця нашого і чудотворця Тихона Аматунтського, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, і святого, якого є храм, і святого отця нашого і чудотворця Тихона Аматунтського, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Червень,18.06,4,чт,"Свв. мчч. Мануїла, Савела й Ісмаїла Прп. Іпатія, ігум. Руфеніанського","святих мучеників Мануїла, Савела й Ісмаїла, преподобного отця нашого Іпатія, ігумена Руфеніанського",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святих мучеників Мануїла, Савела й Ісмаїла, преподобного отця нашого Іпатія, ігумена Руфеніанського, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, і святого, якого є храм, і святих мучеників Мануїла, Савела й Ісмаїла, преподобного отця нашого Іпатія, ігумена Руфеніанського, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Червень,19.06,5,пт,Св. мч. Леонтія,святого мученика Леонтія,ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого мученика Леонтія, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, і святого, якого є храм, і святого мученика Леонтія, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Червень,20.06,6,сб,"🕀 Торжественне поклоніння пречистим Тайнам Тіла і Крови Господа нашого Ісуса Христа 🕂 Св. ап. Юди, брата Господнього","святого апостола Юди, брата Господнього, якого сьогодні пам'ять світло звершуємо,",так,свято,,,#N/A,#N/A,#N/A,
Червень,21.06,7,нд,"Св. сщмч. Методія, єп. Патарського","святого священномученика Методія, єпископа Патарського",ні,,,,"Священник: Христос, що воскрес із мертвих, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого священномученика Методія, єпископа Патарського, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, що воскрес із мертвих, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, і святого, якого є храм, і святого священномученика Методія, єпископа Патарського, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Червень,22.06,1,пн,Св. мч. Юліана Тарсійського,святого мученика Юліана Тарсійського,ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, заступництвом чесних небесних сил безтілесних, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого мученика Юліана Тарсійського, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, заступництвом чесних небесних сил безтілесних, святих славних і всехвальних апостолів, і святого, якого є храм, і святого мученика Юліана Тарсійського, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Червень,23.06,2,вв,"Неділя 2-га по Зісланні Святого Духа. Всіх святих українського народу. Св. сщмч. Євсевія, єп. Самосатського","святого священномученика Євсевія, єпископа Самосатського",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого священномученика Євсевія, єпископа Самосатського, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, і святого, якого є храм, і святого священномученика Євсевія, єпископа Самосатського, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Червень,24.06,3,ср,Св. мц. Агрипіни,святої мучениці Агрипіни,ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святої мучениці Агрипіни, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, і святого, якого є храм, і святої мучениці Агрипіни, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Червень,25.06,4,чт,"🕀 Різдво чесного і славн. прор., предтечі і хрестителя Господнього Івана",,так,свято,,,#N/A,#N/A,#N/A,
Червень,26.06,5,пт,Св. прпмц. Февронії,святої преподобномучениці Февронії,ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святої преподобномучениці Февронії, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, і святого, якого є храм, і святої преподобномучениці Февронії, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Червень,27.06,6,сб,"Прп. Давида, що в Солуні Блаж. сщмч. Андрія Іщака, пресвіт. Блаж. сщмч. Миколи Конрада, пресвіт., і мч. Володимира Прийми, співця","преподобного отця нашого Давида, що в Солуні, блаженного священномученика Андрія Іщака, пресвітера, блаженних священномученика Миколи Конрада, пресвітера, і мученика Володимира Прийми, співця,",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого Хреста, заступництвом чесних небесних сил безтілесних, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святих славних і переможних мучеників, преподобних і богоносних отців наших, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, святих і праведних богоотців Йоакима й Анни, і святого, якого є храм, і преподобного отця нашого Давида, що в Солуні, блаженного священномученика Андрія Іщака, пресвітера, блаженних священномученика Миколи Конрада, пресвітера, і мученика Володимира Прийми, співця,, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого Хреста, заступництвом чесних небесних сил безтілесних, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святих славних і переможних мучеників, преподобних і богоносних отців наших, святих і праведних богоотців Йоакима й Анни, і святого, якого є храм, і преподобного отця нашого Давида, що в Солуні, блаженного священномученика Андрія Іщака, пресвітера, блаженних священномученика Миколи Конрада, пресвітера, і мученика Володимира Прийми, співця,, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Червень,28.06,7,нд,"🕀 Свято найсолодшого Господа Бога і Спаса нашого Ісуса Христа – Чоловіколюбця 🕁 Блаж. сщмч. Миколая Чарнецького і двадцяти чотирьох співмучеників; блаженного сщмч. Омеляна Ковча Прп. Сампсона, приятеля подорожніх й убогих","блаженного священномученика Миколая Чарнецького і двадцяти чотирьох співмучеників, яких сьогодні пам'ять світло звершуємо, блаженного священномученика Омеляна Ковча, преподобного отця нашого Сампсона, приятеля подорожніх й убогих",так,свято,,,#VALUE!,#VALUE!,#N/A,
Червень,29.06,1,пн,🕃 Сострадання Пресвятої Богородиці 🕃 Перенесення мощів свв. безср. Кира і Івана,"святих безсрібників Кира і Івана, яких перенесення мощів сьогодні пам'ять звершуємо,",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, заступництвом чесних небесних сил безтілесних, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святих безсрібників Кира і Івана, яких перенесення мощів сьогодні пам'ять звершуємо,, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, заступництвом чесних небесних сил безтілесних, святих славних і всехвальних апостолів, і святого, якого є храм, і святих безсрібників Кира і Івана, яких перенесення мощів сьогодні пам'ять звершуємо,, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Червень,30.06,2,вв,Неділя 3-тя по Зісланні Святого Духа. 🕀 Свв. славних і всехвальних первоверховних апп. Петра й Павла,,так,свято,,,#N/A,#N/A,#N/A,
Червень,01.07,3,ср,🕂 Собор свв. славних і всехвальних дванадцяти апп. Блаж. сщмч. Василія Величковського,блаженного священномученика Василія Величковського,так,свято,,,#N/A,#N/A,#N/A,
Липень,02.07,4,чт,🕃 Свв. безср. і чудотв. Косми й Дам’яна,,ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і , і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, і святого, якого є храм, і , і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Липень,03.07,5,пт,🕂 Положення чесної ризи Пресвятої Владичиці нашої Богородиці у Влахерні,,так,свято,,,#N/A,#N/A,#N/A,
Липень,04.07,6,сб,Св. мч. Якинта,святого мученика Якинта,ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого Хреста, заступництвом чесних небесних сил безтілесних, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святих славних і переможних мучеників, преподобних і богоносних отців наших, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, святих і праведних богоотців Йоакима й Анни, і святого, якого є храм, і святого мученика Якинта, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого Хреста, заступництвом чесних небесних сил безтілесних, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святих славних і переможних мучеників, преподобних і богоносних отців наших, святих і праведних богоотців Йоакима й Анни, і святого, якого є храм, і святого мученика Якинта, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Липень,05.07,7,нд,"Св. Андрія, аєп. Критського, єрусалимлянина Прп. Марти, матері св. Симеона Дивногорця","святого отця нашого Андрія, архиєпископа Критського, єрусалимлянина, преподобної Марти, матері святого Симеона Дивногорця",ні,,,,"Священник: Христос, що воскрес із мертвих, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого отця нашого Андрія, архиєпископа Критського, єрусалимлянина, преподобної Марти, матері святого Симеона Дивногорця, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, що воскрес із мертвих, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, і святого, якого є храм, і святого отця нашого Андрія, архиєпископа Критського, єрусалимлянина, преподобної Марти, матері святого Симеона Дивногорця, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Липень,06.07,1,пн,🕂 Прп. Атанасія Афонського,"преподобного отця нашого Атанасія Афонського, якого сьогодні пам'ять світло звершуємо",так,свято,,,#N/A,#N/A,#N/A,
Липень,07.07,2,вв,🕁 Свято Матері Божої Неустанної Помочі Прп. Сисоя Великого,преподобного отця нашого Сисоя Великого,ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і преподобного отця нашого Сисоя Великого, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, і святого, якого є храм, і преподобного отця нашого Сисоя Великого, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Липень,08.07,3,ср,"Прпп. Томи, що в Малеї, і Акакія, про якого згадує «Ліствиця»","преподобних отців наших Томи, що в Малеї, і Акакія, про якого згадує «Ліствиця»",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і преподобних отців наших Томи, що в Малеї, і Акакія, про якого згадує «Ліствиця», і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, і святого, якого є храм, і преподобних отців наших Томи, що в Малеї, і Акакія, про якого згадує «Ліствиця», і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Липень,09.07,4,чт,🕃 Св. вмч. Прокопія,святого великомученика Прокопія,ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого великомученика Прокопія, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, і святого, якого є храм, і святого великомученика Прокопія, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Липень,10.07,5,пт,"Св. сщмч. Панкратія, єп. Тавроменійського","святого священномученика Панкратія, єпископа Тавроменійського",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого священномученика Панкратія, єпископа Тавроменійського, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, і святого, якого є храм, і святого священномученика Панкратія, єпископа Тавроменійського, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Липень,11.07,6,сб,"🕂 Прп. Антонія Печерського, Київського Свв. сорока п’ятьох мчч., що в Нікополі Вірменському Свв. братів-мчч. Франциска, Мутія і Рафаїла і тих, що з ними вбиті в Дамаску","преподобного отця нашого Антонія Печерського, Київського, якого сьогодні пам'ять світло звершуємо, святих сорока п’ятьох мучеників, що в Нікополі Вірменському, святих братів-мучеників Франциска, Мутія і Рафаїла і тих, що з ними вбиті в Дамаску",так,свято,,,#N/A,#N/A,#N/A,
Липень,12.07,7,нд,"🕂 Переставл. блаж. Ольги, княгині Київської, у хрещенні названої Оленою 🕃 Св. мц. і прехвальної Євфимії","переставлення блаженної Ольги, княгині Київської, у хрещенні названої Оленою, якої сьогодні пам'ять світло звершуємо, святої мучениці і прехвальної Євфимії",так,свято,,,#VALUE!,#VALUE!,#N/A,
Липень,13.07,1,пн,Свв. мчч. Прокла й Іларія Прп. Михаїла Малеїна,"святих мучеників Прокла й Іларія, преподобного отця нашого Михаїла Малеїна",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, заступництвом чесних небесних сил безтілесних, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святих мучеників Прокла й Іларія, преподобного отця нашого Михаїла Малеїна, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, заступництвом чесних небесних сил безтілесних, святих славних і всехвальних апостолів, і святого, якого є храм, і святих мучеників Прокла й Іларія, преподобного отця нашого Михаїла Малеїна, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Липень,14.07,2,вв,"Неділя 5-та, святих отців шести Вселенських Соборів. 🕃 Собор св. архангела Гавриїла Прп. Стефана Савваїта Св. Юліана, єп. Кеноманійського","святого архангела Гавриїла, що його собору пам'ять сьогодні звершуємо, преподобного отця нашого Стефана Савваїта, святого отця нашого Юліана, єпископа Кеноманійського",ні,,,,"Священник: Христос, що воскрес із мертвих, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, святих отців шести Вселенських соборів, і святого архангела Гавриїла, що його собору пам'ять сьогодні звершуємо, преподобного отця нашого Стефана Савваїта, святого отця нашого Юліана, єпископа Кеноманійського, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, що воскрес із мертвих, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, і святого, якого є храм, святих отців шести Вселенських соборів, і святого архангела Гавриїла, що його собору пам'ять сьогодні звершуємо, преподобного отця нашого Стефана Савваїта, святого отця нашого Юліана, єпископа Кеноманійського, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Липень,15.07,3,ср,🕃 Св. ап. Акили,"святого апостола Акили, святих отців шести Вселенських Соборів",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого апостола Акили, святих отців шести Вселенських Соборів, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, і святого, якого є храм, і святого апостола Акили, святих отців шести Вселенських Соборів, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Липень,16.07,4,чт,"🕁 Св. рівноап., вел. князя Володимира, у святому хрещенні названого Василієм Свв. мчч. Кирика і Юліти","святого рівноапостольного, великого князя Володимира, у святому хрещенні названого Василієм, якого сьогодні пам'ять світло звершуємо, святих мучеників Кирика і Юліти",так,свято,,,#N/A,#N/A,#N/A,
Липень,17.07,5,пт,Св. сщмч. Атеногена і десятьох учнів його 16 липня або найближчої неділі: Пам’ять Свв. Отців шести Вселенських Соборів,святого священномученика Атеногена і десятьох учнів його,ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого священномученика Атеногена і десятьох учнів його, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, і святого, якого є храм, і святого священномученика Атеногена і десятьох учнів його, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Липень,18.07,6,сб,"🕃 Св. вмц. Марини Блаж. сщмч. Павла Гойдича, єп. Пряшівського","святої великомучениці Марини, блаженного священномученика Павла Гойдича, єпископа Пряшівського",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого Хреста, заступництвом чесних небесних сил безтілесних, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святих славних і переможних мучеників, преподобних і богоносних отців наших, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, святих і праведних богоотців Йоакима й Анни, і святого, якого є храм, і святої великомучениці Марини, блаженного священномученика Павла Гойдича, єпископа Пряшівського, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого Хреста, заступництвом чесних небесних сил безтілесних, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святих славних і переможних мучеників, преподобних і богоносних отців наших, святих і праведних богоотців Йоакима й Анни, і святого, якого є храм, і святої великомучениці Марини, блаженного священномученика Павла Гойдича, єпископа Пряшівського, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Липень,19.07,7,нд,"Св. мч. Якинта, що в Амастриді Св. мч. Еміліяна Блаж. прпмц. Тарсикії Мацьків","святого мученика Якинта, що в Амастриді, святого мученика Еміліяна, блаженної преподобномучениці Тарсикії Мацьків",ні,,,,"Священник: Христос, що воскрес із мертвих, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого мученика Якинта, що в Амастриді, святого мученика Еміліяна, блаженної преподобномучениці Тарсикії Мацьків, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, що воскрес із мертвих, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, і святого, якого є храм, і святого мученика Якинта, що в Амастриді, святого мученика Еміліяна, блаженної преподобномучениці Тарсикії Мацьків, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Липень,20.07,1,пн,"Прп. Макрини, сестри св. Василія Великого Прп. Дія","преподобної матері нашої Макрини, сестри святого Василія Великого, преподобного отця нашого Дія",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, заступництвом чесних небесних сил безтілесних, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і преподобної матері нашої Макрини, сестри святого Василія Великого, преподобного отця нашого Дія, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, заступництвом чесних небесних сил безтілесних, святих славних і всехвальних апостолів, і святого, якого є храм, і преподобної матері нашої Макрини, сестри святого Василія Великого, преподобного отця нашого Дія, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
