0,1,2,3,4,5,6,7,8,9,10,,,
Березень,28.03,7,нд,"Субота акафістова Прп. Іларіона Нового Св. Стефана, чудотв.","преподобного отця нашого Іларіона Нового, святого Стефана, чудотворця",ні,,,,"Священник: Христос, що воскрес із мертвих, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і преподобного отця нашого Іларіона Нового, святого Стефана, чудотворця, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, що воскрес із мертвих, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, і святого, якого є храм, і преподобного отця нашого Іларіона Нового, святого Стефана, чудотворця, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Березень,29.03,1,пн,"Неділя 5-та Великого Посту, преподобної Марії Єгипетської Прп. Марка, єп. Аретусійського, і Кирила дияк., та інших, що з ним постраждали при Юліані, мучителеві","преподобного отця нашого Марка, єпископа Аретусійського, і Кирила диякона, та інших, що з ним постраждали при Юліані, мучителеві, преподобної матері нашої Марії Єгипетської",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, заступництвом чесних небесних сил безтілесних, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і преподобного отця нашого Марка, єпископа Аретусійського, і Кирила диякона, та інших, що з ним постраждали при Юліані, мучителеві, преподобної матері нашої Марії Єгипетської, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, заступництвом чесних небесних сил безтілесних, святих славних і всехвальних апостолів, і святого, якого є храм, і преподобного отця нашого Марка, єпископа Аретусійського, і Кирила диякона, та інших, що з ним постраждали при Юліані, мучителеві, преподобної матері нашої Марії Єгипетської, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Березень,30.03,2,вв,"Тиждень 6-ий Великого посту Прп. Івана, автора «Ліствиці»","препoдобного отця нашого Івана, автора «Ліствиці»",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і препoдобного отця нашого Івана, автора «Ліствиці», і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, і святого, якого є храм, і препoдобного отця нашого Івана, автора «Ліствиці», і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Березень,31.03,3,ср,"Прп. Іпатія, єп. Гангрського","преподобного отця нашого Іпатія, єпископа Гангрського",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і преподобного отця нашого Іпатія, єпископа Гангрського, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, і святого, якого є храм, і преподобного отця нашого Іпатія, єпископа Гангрського, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Квітень,01.04,4,чт,Прп. Марії Єгипетської,преподобної матері нашої Марії Єгипетської,ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і преподобної матері нашої Марії Єгипетської, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, і святого, якого є храм, і преподобної матері нашої Марії Єгипетської, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Квітень,02.04,5,пт,"Прп. Тита, чудотв.","преподобного отця нашого Тита, чудотворця",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і преподобного отця нашого Тита, чудотворця, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, і святого, якого є храм, і преподобного отця нашого Тита, чудотворця, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Квітень,03.04,6,сб,"Прп. й ісп. Микити, ігум. обителі Мидикійської","преподобного отця нашого й ісповідника Микити, ігумена обителі Мидикійської",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого Хреста, заступництвом чесних небесних сил безтілесних, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святих славних і переможних мучеників, преподобних і богоносних отців наших, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, святих і праведних богоотців Йоакима й Анни, і святого, якого є храм, і преподобного отця нашого й ісповідника Микити, ігумена обителі Мидикійської, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого Хреста, заступництвом чесних небесних сил безтілесних, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святих славних і переможних мучеників, преподобних і богоносних отців наших, святих і праведних богоотців Йоакима й Анни, і святого, якого є храм, і преподобного отця нашого й ісповідника Микити, ігумена обителі Мидикійської, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Квітень,04.04,7,нд,"Субота Лазарева Прпп. Йосифа, піснописця, і Юрія, що в Малеї","преподобних отців наших Йосифа, піснописця, і Юрія, що в Малеї",ні,,,,#N/A,#N/A,,
Квітень,05.04,1,пн,"Неділя 6-та Великого Посту, Квітна 🕀 Вхід Господній в Єрусалим Свв. мчч. Теодула й Агатопода, і тих, що з ними","святих мучеників Теодула й Агатопода, і тих, що з ними",ні,,,,#N/A,#N/A,,
Квітень,06.04,2,вв,"Страсний тиждень. Великий понеділок 🕂 Переставл. св. Методія, учителя слов’янського Св. Євтихія, архиєп. Царгородського","святого отця нашого Методія, учителя слов’янського, якого сьогодні пам'ять світло звершуємо, святого отця нашого Євтихія, архиєпископа Царгородського",ні,,,,#N/A,#N/A,,
Квітень,07.04,3,ср,"Великий вівторок Прп. Юрія, єп. Мітилинського","преподобного отця нашого Юрія, єпископа Мітилинського",ні,,,,#N/A,#N/A,,
Квітень,08.04,4,чт,"Велика середа Свв. апп. Іродіона, Агава, Руфа, Асинкріта, Флегонта і Єрма","святих апостолів Іродіона, Агава, Руфа, Асинкріта, Флегонта і Єрма",ні,,,,#N/A,#N/A,,
Квітень,09.04,5,пт,Великий четвер Св. мч. Євпсихія,святого мученика Євпсихія,ні,,,,#N/A,#N/A,,
Квітень,10.04,6,сб,"Велика п'ятниця Свв. мчч. Терентія, Помпія і тих, що з ними","святих мучеників Терентія, Помпія і тих, що з ними",ні,,,,#N/A,#N/A,,
Квітень,11.04,7,нд,"Велика субота Св. сщмч. Антипи, єп. Пергаму Азійського","святого священномученика Антипи, єпископа Пергаму Азійського",ні,,,,#N/A,#N/A,,
Квітень,12.04,1,пн,"🕀 Неділя Пасхи. Воскресення Христове. Великдень. Прп. й ісп. Василія, єп. Парійського","преподобного отця нашого й ісповідника Василія, єпископа Парійського",ні,,,,#N/A,#N/A,,
Квітень,13.04,2,вв,"Світлий понеділок Св. сщмч. Артемона і тих, що з ним","святого священномученика Артемона і тих, що з ним",ні,,,,#N/A,#N/A,,
Квітень,14.04,3,ср,"Світлий вівторок Св. Мартина Ісповідника, папи Римського Свв. мчч. Віленських: Антонія, Івана і Євстатія","святого отця нашого Мартина Ісповідника, папи Римського, святих мучеників Віленських: Антонія, Івана і Євстатія",ні,,,,#N/A,#N/A,,
Квітень,15.04,4,чт,"Світла середа Свв. апп. Аристарха, Пуда і Трофима","святих апостолів Аристарха, Пуда і Трофима",ні,,,,#N/A,#N/A,,
Квітень,16.04,5,пт,"Світлий четвер Свв. мцц.-дів Агапії, Ірини й Хіонії","святих мучениць-дів Агапії, Ірини й Хіонії",ні,,,,#N/A,#N/A,,
Квітень,17.04,6,сб,"Світла п'ятниця Прп. Симеона, що в Персиді Прп. Акакія, єп. Мелітинського","преподобного отця нашого Симеона, що в Персиді, преподобного отця нашого Акакія, єпископа Мелітинського",ні,,,,#N/A,#N/A,,
Квітень,18.04,7,нд,"Світла субота Прп. Івана, учня св. Григорія Декаполіта","преподобного отця нашого Івана, учня святого Григорія Декаполіта",ні,,,,#N/A,#N/A,,
Квітень,19.04,1,пн,"Неділя 2-га після Пасхи, Томина. Антипасха Прп. Івана, старопечерника","преподобного отця нашого Івана, старопечерника",ні,,,,#N/A,#N/A,,
Квітень,20.04,2,вв,Тиждень 2-ий після Пасхи. Прп. Тедора Трихіни,преподобного отця нашого Теодора Трихіни,ні,,,,#N/A,#N/A,,
Квітень,21.04,3,ср,"Св. сщмч. Януарія і тих, що з ним Св. мч. Теодора, що в Пергії","святого священномученика Януарія і тих, що з ним, святого мученика Теодора, що в Пергії",ні,,,,#N/A,#N/A,,
Квітень,22.04,4,чт,Прп. Теодора Сикеота,преподобного отця нашого Теодора Сикеота,ні,,,,#N/A,#N/A,,
Квітень,23.04,5,пт,"🕁 Св. славн. вмч., переможця й чудотв. Юрія","святого славного великомученика, переможця й чудотворця Юрія, якого сьогодні пам'ять світло звершуємо",ні,,,,#N/A,#N/A,,
Квітень,24.04,6,сб,"Св. мч. Сави Стратилата, воєводи","святого мученика Сави Стратилата, воєводи",ні,,,,#N/A,#N/A,,
Квітень,25.04,7,нд,🕂 Св. ап. і єв. Марка,"святого апостола і євангелиста Марка, якого сьогодні пам'ять світло звершуємо",ні,,,,#N/A,#N/A,,
Квітень,26.04,1,пн,"Неділя 3-тя після Пасхи, мироносиць Св. сщмч. Василія, єп. Амасійського","святого священномученика Василія, єпископа Амасійського",ні,,,,#N/A,#N/A,,
Квітень,27.04,2,вв,"Тиждень 3-ій після Пасхи 🕃 Св. сщмч. Симеона, родича Господнього Прп. Стефана, єп. Володимирського","святого священномученика Симеона, родича Господнього, преподобного отця нашого Стефана, єпископа Володимирського",ні,,,,#N/A,#N/A,,
Квітень,28.04,3,ср,"Свв. апп. Ясона й Сосіпатра Свв. мчч. Дади, Максима й Кинтиліана Св. Кирила, єп. Турівського","святих апостолів Ясона й Сосіпатра, святих мучеників Дади, Максима й Кинтиліана, святого отця нашого Кирила, єпископа Турівського",ні,,,,#N/A,#N/A,,
Квітень,29.04,4,чт,"Свв. дев’ятьох мчч., що в Кизиці Прп. Мемнона, чудотв.","святих дев’ятьох мучеників, що в Кизиці, преподобного Мемнона, чудотворця",ні,,,,#N/A,#N/A,,
Квітень,30.04,5,пт,"🕂 Св. ап. Якова, брата св. Івана Богослова","святого апостола Якова, брата святого Івана Богослова, якого сьогодні пам'ять світло звершуємо",ні,,,,#N/A,#N/A,,
Травень,01.05,6,сб,"Св. прор. Єремії Блаж. сщмч. Климентія Шептицького, архим. Унівського","святого пророка Єремії, блаженного священномученика Климентія, архимандрита Унівського",ні,,,,#N/A,#N/A,,
Травень,02.05,7,нд,"🕃 Св. Атанасія Великого, архиєп. Олександрійського","святого отця Атанасія Великого, архиєпископа Олександрійського",ні,,,,#N/A,#N/A,,
Травень,03.05,1,пн,"Неділя 4-та після Пасхи, розслабленого 🕂 Переставл. прп. Теодосія, ігум. монастиря Печерського, спільного життя засновника Свв. мчч. Тимотея й Маври","преподобного отця нашого Теодосія, ігумена монастиря Печерського, спільного життя засновника, якого сьогодні пам'ять світло звершуємо, святих мучеників Тимотея й Маври",ні,,,,#N/A,#N/A,,
Травень,04.05,2,вв,Тиждень 4-ий після Пасхи Св. мц. Пелагії,святої мучениці Пелагії,ні,,,,#N/A,#N/A,,
Травень,05.05,3,ср,"Св. і славн. мц. Ірини Прп. Никифора, ігум. монастиря Мидікійського","святої і славної мучениці Ірини, преподобного отця нашого Никифора, ігумена монастиря Мидікійського",ні,,,,#N/A,#N/A,,
Травень,06.05,4,чт,"Пeреполовення П'ятдесятниці Св., і прав., і багатостражд. Йова","святого, і праведного, і багатостраждального Йова",ні,,,,#N/A,#N/A,,
Травень,07.05,5,пт,🕃 Спогад про явління на небі знамення чесного Хреста у св. місті Єрусалимі Св. мч. Акакія,"святого мученика Акакія, силою чесного і животворного Хреста, якого знамення явління на небі у святому місті Єрусалимі сьогодні пам'ять звершуємо",ні,,,,#N/A,#N/A,,
Травень,08.05,6,сб,🕁 Св. ап. і єв. Івана Богослова Прп. Арсенія Великого,"святого апостола і євангелиста Івана Богослова, якого сьогодні пам'ять світло звершуємо, преподобного отця нашого Арсенія Великого",ні,,,,#N/A,#N/A,,
Травень,09.05,7,нд,🕂 Перенесення чесних мощів св. Миколая Чудотворця з Мир до міста Барі Св. прор. Ісаї Св. мч. Христофора,"святого отця нашого Миколая Чудотворця з Мир до міста Барі, якого чесних мощів перенесення сьогодні пам'ять світло звершуємо, святого пророка Ісаї, святого мученика Христофора",ні,,,,#N/A,#N/A,,
Травень,10.05,1,пн,"Неділя 5-та після Пасхи, самарянки 🕂 Св. ап. Симона Зилота","святого апостола Симона Зилота, якого сьогодні пам'ять світло звершуємо",ні,,,,#N/A,#N/A,,
Травень,11.05,2,вв,"Тиждень 5-ий після Пасхи 🕂 Свв. рівноапп. Кирила й Методія, учителів слов’янських Св. сщмч. Мокія","святих рівноапостольних Кирила й Методія, учителів слов’янських, яких сьогодні пам'ять світло звершуємо, святого священномученика Мокія",ні,,,,#N/A,#N/A,,
Травень,12.05,3,ср,"Свв. Епіфанія, єп. Кипрського, і Германа, патр. Царгородського","святих отців наших Епіфанія, єпископа Кипрського, і Германа, патріярха Царгородського",ні,,,,#N/A,#N/A,,
Травень,13.05,4,чт,Віддання свята Пeреполовення Св. мц. Гликерії,святої мучениці Гликерії,ні,,,,#N/A,#N/A,,
Травень,14.05,5,пт,Св. мч. Ісидора,святого мученика Ісидора,ні,,,,#N/A,#N/A,,
Травень,15.05,6,сб,🕃 Прп. Пахомія Великого,преподобного отця нашого Пахомія Великого,ні,,,,#N/A,#N/A,,
Травень,16.05,7,нд,"Прп. Теодора Освященного, учня св. Пахомія Блаж. сщмчч. Северіана Бараника, Якима Сенківського, Віталія Байрака","преподобного отця нашого Теодора Освященного, учня святого Пахомія, блаженних священномучеників Северіана, Якима, Віталія",ні,,,,#N/A,#N/A,,
Травень,17.05,1,пн,"Неділя 6-та після Пасхи, сліпородженого Св. ап. Андроніка і тих, що з ним Блаж. сщмч. Івана Зятика","святого апостола Андроніка і тих, що з ним, блаженного священномученика Івана",ні,,,,#N/A,#N/A,,
Травень,18.05,2,вв,"Тиждень 6-ий після Пасхи Св. мч. Теодота (Богдана), що в Анкирі Свв. мчч. Петра, Діонісія і тих, що з ними Свв. сімох дів","святого мученика Теодота, що в Анкирі, святих мучеників Петра, Діонісія і тих, що з ними, святих сімох дів",ні,,,,#N/A,#N/A,,
Травень,19.05,3,ср,"Св. сщмч. Патрикія, єп. Пруського, і тих, що з ним","святого священномученика Патрикія, єпископа Пруського, і тих, що з ним",ні,,,,#N/A,#N/A,,
Травень,20.05,4,чт,Віддання Пасхи Св. мч. Талалея,святого мученика Талалея,ні,,,,#N/A,#N/A,,
Травень,21.05,5,пт,🕀 Вознесіння Господнє 🕂 Свв. великих царів і рівноапп. Константина й Олени,"святих великих царів і рівноапостольних Константина й Олени, яких сьогодні пам'ять світло звершуємо",ні,,,,#N/A,#N/A,,
Травень,22.05,6,сб,Св. мч. Василіска,святого мученика Василіска,ні,,,,#N/A,#N/A,,
Травень,23.05,7,нд,"Прп. Євфросинії Полоцької, ігум. монастиря Св. Спаса Прп. й ісп. Михаїла, єп. Синадського","преподобної Євфросинії Полоцької, ігумені монастиря Святого Спаса, преподобного отця нашого й ісповідника Михаїла, єпископа Синадського",ні,,,,#N/A,#N/A,,
Травень,24.05,1,пн,"Неділя 7-ма після Пасхи, свв. отців I-го Вселенського Собору 🕃 Прп. Микити, стовпника, переяславського чудотв. 🕃 Прп. Симеона, що на Дивній горі","преподобного отця нашого Микити, стовпника, переяславського чудотворця, преподобного отця нашого Симеона, що на Дивній горі",ні,,,,#N/A,#N/A,,
Травень,25.05,2,вв,"Тиждень 7-ий після Пасхи 🕂 Третє віднайдення чесної голови св. і славн. прор., предтечі і хрестителя Господнього Івана Блаж. сщмч. Миколи Цегельського, пресвіт.","чéсного і слáвного прорóка, предтéчі і хрестителя Госпóднього Івáна, якóго трéтього віднáйдення чéсноï голови пáм’ять сьогóдні свíтло звéршуємо, блаженного священномученика Миколи Цегельського, пресвітера",ні,,,,#N/A,#N/A,,
Травень,26.05,3,ср,"Св. ап. Карпа, одного із сімдесятьох","святого апостола Карпа, одного із сімдесятьох",ні,,,,#N/A,#N/A,,
Травень,27.05,4,чт,Св. сщмч. Терапонта,святого священномученика Терапонта,ні,,,,#N/A,#N/A,,
Травень,28.05,5,пт,"Прп. Микити, єп. Халкедонського","преподобного отця нашого Микити, єпископа Халкедонського",ні,,,,#N/A,#N/A,,
Травень,29.05,6,сб,"Віддання Вознесіння Св. прпмц. Теодосії, діви","святої преподобномучениці Теодосії, діви",ні,,,,#N/A,#N/A,,
Травень,30.05,7,нд,"Субота заупокійна Прп. Ісаакія, ігум. обителі Далматської","преподобного отця нашого Ісаакія, ігумена обителі Далматської",ні,,,,#N/A,#N/A,,
Травень,31.05,1,пн,🕀 Зіслання Святого Духа. П’ятдесятниця Св. ап. Єрмія Св. мч. Єрмея,"святого апостола Єрмія, святого мученика Єрмея",ні,,,,#N/A,#N/A,,
Червень,01.06,2,вв,"Понеділок Святого Духа Св. мч. Юстина, філософа, і тих, що з ним","святого мученика Юстина, філософа, і тих, що з ним",так,посвяття,,,#N/A,#N/A, ,"46 539,00"
Червень,02.06,3,ср,"Св. Никифора, ісп.","святого отця нашого Никифора, ісповідника",так,посвяття,,,#N/A,#N/A, ,"46 540,00"
Червень,03.06,4,чт,"Св. мч. Лукиліяна і тих, що з ним","святого мученика Лукиліяна і тих, що з ним",так,посвяття,,,#N/A,#N/A, ,"46 541,00"
Червень,04.06,5,пт,"Св. Митрофана, патр. Царгородського","святого отця нашого Митрофана, патріарха Царгородського",так,посвяття,,,#N/A,#N/A, ,"46 542,00"
Червень,05.06,6,сб,"Св. сщмч. Доротея, єп. Тирського Св. мч. Косми, пресвіт. вірменського","святого священномученика Доротея, єпископа Тирського, святого мученика Косми, пресвітера вірменського,",так,посвяття,,,#N/A,#N/A, ,"46 543,00"
Червень,06.06,7,нд,"Прп. Висаріона, чудотв. Прп. Іларіона Нового, ігум. Далматської обителі, ісп.","преподобного отця нашого Висаріона, чудотворця, преподобного Іларіона Нового, ігумена Далматської обителі, ісповідника",так,віддання,,,#N/A,#N/A,,"46 544,00"
Червень,07.06,1,пн,"Неділя 1-ша по Зісланні Святого Духа. Всіх святих Св. сщмч. Теодота (Богдана), єп. Анкирського","святого священномученика Теодота (Богдана), єпископа Анкирського",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, заступництвом чесних небесних сил безтілесних, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого священномученика Теодота (Богдана), єпископа Анкирського, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, заступництвом чесних небесних сил безтілесних, святих славних і всехвальних апостолів, і святого, якого є храм, і святого священномученика Теодота (Богдана), єпископа Анкирського, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,"46 545,00"
Червень,08.06,2,вв,🕃 Перенесення мощів св. вмч. Теодора Стратилата,"святого великомученика Теодора Стратилата, що його перенесення мощів сьогодні пам'ять звершуємо",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого великомученика Теодора Стратилата, що його перенесення мощів сьогодні пам'ять звершуємо, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, і святого, якого є храм, і святого великомученика Теодора Стратилата, що його перенесення мощів сьогодні пам'ять звершуємо, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Червень,09.06,3,ср,"🕃 Св. Кирила, архиєп. Олександрійського","святого отця нашого Кирила, архиєпископа Олександрійського",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого отця нашого Кирила, архиєпископа Олександрійського, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, і святого, якого є храм, і святого отця нашого Кирила, архиєпископа Олександрійського, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Червень,10.06,4,чт,"Св. сщмч. Тимотея, єп. Пруського","святого священномученика Тимотея, єпископа Пруського",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого священномученика Тимотея, єпископа Пруського, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, і святого, якого є храм, і святого священномученика Тимотея, єпископа Пруського, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Червень,11.06,5,пт,🕀 Торжественне поклоніння пречистим Тайнам Тіла і Крови Господа нашого Ісуса Христа 🕂 Свв. апп. Вартоломея й Варнави,"святих апостолів Вартоломея й Варнави, яких сьогодні пам'ять світло звершуємо",так,свято,,,#N/A,#N/A,#N/A,
Червень,12.06,6,сб,🕃 Прп. Онуфрія Великого Прп. Петра Афонського,"преподобного отця нашого Онуфрія Великого, преподобного отця нашого Петра Афонського",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого Хреста, заступництвом чесних небесних сил безтілесних, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святих славних і переможних мучеників, преподобних і богоносних отців наших, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, святих і праведних богоотців Йоакима й Анни, і святого, якого є храм, і преподобного отця нашого Онуфрія Великого, преподобного отця нашого Петра Афонського, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого Хреста, заступництвом чесних небесних сил безтілесних, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святих славних і переможних мучеників, преподобних і богоносних отців наших, святих і праведних богоотців Йоакима й Анни, і святого, якого є храм, і преподобного отця нашого Онуфрія Великого, преподобного отця нашого Петра Афонського, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Червень,13.06,7,нд,"Св. мц. Акилини Св. Трифилія, єп. Левкусії Кипрської Прп. Антонія Падуанського","святої мучениці Акилини, святого Трифилія, єпископа Левкусії Кипрської, преподобного отця нашого Антонія Падуанського",ні,,,,"Священник: Христос, що воскрес із мертвих, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святої мучениці Акилини, святого Трифилія, єпископа Левкусії Кипрської, преподобного отця нашого Антонія Падуанського, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, що воскрес із мертвих, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, і святого, якого є храм, і святої мучениці Акилини, святого Трифилія, єпископа Левкусії Кипрської, преподобного отця нашого Антонія Падуанського, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Червень,14.06,1,пн,"Неділя 2-га по Зісланні Святого Духа. Всіх святих українського народу. Св. прор. Єлисея Св. Методія, патр. Царгородського","святого пророка Єлисея, святого отця нашого Методія, патріарха Царгородського",ні,,,,#N/A,#N/A,,
Червень,15.06,2,вв,"Св. прор. Амоса Прп. Єроніма, пресвіт. Стридонського","святого пророка Амоса, преподобного Єроніма, пресвітера Стридонського",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого пророка Амоса, преподобного Єроніма, пресвітера Стридонського, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, і святого, якого є храм, і святого пророка Амоса, преподобного Єроніма, пресвітера Стридонського, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
